id,content,metadata
266,"Remote support tools (e.g., TeamViewer) may be used with your permission for troubleshooting. 17.6 Bring Your Own Device (BYOD) Policy Employees may use personal devices for work only if: • Devices meet our security standards (e.g., encryption, antivirus, remote wipe enabled) • They are registered with IT for Mobile Device Management (MDM) • Work-related data is stored in cloud services, not on local memory • You agree to the BYOD Terms of Use Agreement IT reserves the right to restrict access","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 65, 'page_label': '66'}"
267,"IT reserves the right to restrict access or disconnect non-compliant devices at any time. 17.7 Equipment Issuance & Returns Employees may be issued: • Laptop + charger • Keyboard, mouse, and headset • External monitor(s) • Docking station • Specialized tools (e.g., testing equipment, tablets) You are responsible for: • Keeping equipment in good condition • Reporting loss/theft immediately • Returning all equipment upon role change or exit Intentional damage or unreturned items may be deducted","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 65, 'page_label': '66'}"
268,damage or unreturned items may be deducted from final paychecks (where legal).,"{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 65, 'page_label': '66'}"
269,"17.8 Use of AI Tools We support responsible AI use to assist — not replace — human judgment. Approved tools are integrated into your workflow for: 
Use Case Example Tool 
Summarizing docs/emails ChatAssist AI 
Skill-gap analysis Skill Matcher 
Employee Q&A chatbots PolicyBot 
Auto-generated meeting notes TranscriptAI","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 66, 'page_label': '67'}"
270,"Sentiment analysis in surveys PeoplePulse AI Guidelines: • Do not input confidential data into public AI tools unless encrypted and approved. • Always review AI outputs before sharing externally. • Disclose when AI is used in client-facing content or decisions. • AI systems may support — but not replace — decisions about hiring, performance, or compliance. 17.9 AI Ethics & Monitoring Safeguards All company AI systems must: • Be human-in-the-loop: AI suggestions require human review • Avoid bias","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 66, 'page_label': '67'}"
271,"AI suggestions require human review • Avoid bias or identity-based assumptions • Log all interactions for transparency and auditability • Be opt-in when analyzing personal work patterns • Be tested quarterly for fairness and data integrity We do not support: • AI surveillance (e.g., webcam or keystroke tracking) • AI systems that alter employee communications or records without review","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 66, 'page_label': '67'}"
272,"• Use of generative AI for impersonation or deception For more, see Section 22: AI Ethics & Governance. 17.10 Logging & Privacy IT systems log basic user activity for compliance, including: • Login/logout times • Software usage (for licensing) • File access and modification records • Security alerts (e.g., failed login attempts) These logs are: • Reviewed only by authorized personnel • Used to improve system performance or investigate policy violations • Stored securely and in compliance with","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 67, 'page_label': '68'}"
273,"• Stored securely and in compliance with applicable data privacy laws (e.g., GDPR, CCPA) We do not monitor personal web activity or messages unless related to a security incident. 17.11 Training & Support Resources You will be enrolled in periodic trainings covering: • New tools and platforms • Cybersecurity best practices • Generative AI usage and data safety • Software troubleshooting tips • Device maintenance and efficiency Access tutorials via the Tech Learning Hub or request 1:1 help from","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 67, 'page_label': '68'}"
274,"the Tech Learning Hub or request 1:1 help from IT through Slack or the ticket portal. 17.12 Questions & Support For any issues or policy clarification: • Submit a ticket via the HelpDesk Portal • Email techsupport@company.com • Join weekly Tech Office Hours for drop-in support We are here to help you make the most of your tools — and use them wisely, securely, and ethically.","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 67, 'page_label': '68'}"
275,"Section 18: Employee Resource Groups (ERGs) & Inclusion Initiatives At [Company Name], diversity, equity, inclusion, and belonging (DEIB) are not just values — they are operational priorities. We believe that an inclusive workplace allows individuals to bring their full selves to work, empowers underrepresented voices, and fosters collaboration, innovation, and trust. This section outlines the structure, purpose, and impact of our Employee Resource Groups (ERGs), along with company-wide","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 68, 'page_label': '69'}"
276,"Resource Groups (ERGs), along with company-wide inclusion initiatives and our approach to embedding equity in leadership, systems, and emerging technologies. 18.1 DEIB Philosophy We are committed to: • Building a workforce that reflects the diversity of the communities we serve • Providing equitable access to growth, support, and leadership opportunities • Creating a workplace where everyone feels safe, seen, and valued • Ensuring inclusion is actively practiced — not passively promised •","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 68, 'page_label': '69'}"
277,"is actively practiced — not passively promised • Designing technologies and systems that reinforce, not reduce, equity Inclusion is the responsibility of every employee — not just ERG members, HR, or leadership. 18.2 What Are ERGs? Employee Resource Groups (ERGs) are employee-led, leadership-supported communities that bring together individuals who share common identities, backgrounds, experiences, or passions. ERGs: • Foster inclusion and allyship • Provide safe spaces for discussion,","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 68, 'page_label': '69'}"
278,"allyship • Provide safe spaces for discussion, celebration, and support • Offer feedback on policies and culture • Lead company-wide education and awareness initiatives • Inform inclusive product development and AI design Participation is voluntary and open to all employees, including allies.","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 68, 'page_label': '69'}"
279,"18.3 Our Current ERGs ERG Name Focus Women+ @ Work Gender equity, mentorship, leadership access 
BIPOC Collective Support and advancement for Black, Indigenous, and People of Color Pride Alliance LGBTQIA+ inclusion, rights, and culture Mental Health Matters Wellness, neurodiversity, and stigma-free support Parents & Caregivers Network Work-life integration, childcare support, elder care 
Veterans & Military Families Community and transition resources","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 69, 'page_label': '70'}"
280,"Faith & Culture Forum Interfaith understanding, cultural celebration Green Team Sustainability, climate action, and responsible tech development Employees can request to form new ERGs through the Inclusion Council, with support from HR. 18.4 How to Join or Start an ERG To Join: • Visit the ERG Portal on the intranet • Browse events, leadership boards, and chat channels • Subscribe to the group’s newsletter or Slack/Teams channel • Attend a monthly open meeting or info session To Start a New","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 69, 'page_label': '70'}"
281,"open meeting or info session To Start a New ERG: • Submit an ERG Charter Proposal outlining: o Purpose, name, and initial leadership team o Proposed goals and activities o Alignment with company values","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 69, 'page_label': '70'}"
282,"• Receive sponsorship from one executive sponsor • Get approval from the Inclusion Council All ERGs are supported with an annual budget, HR liaison, and access to company communication tools. 18.5 DEIB Goals & Metrics We track inclusion progress using data-driven and human-centered approaches: Category Measurement Representation % of employees by demographic group at each level Retention Turnover rates among underrepresented groups Promotion Equity Parity in performance ratings and advancement","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 70, 'page_label': '71'}"
283,"Parity in performance ratings and advancement Belonging Index Survey data on inclusion, safety, and trust ERG Engagement Participation rates and feedback AI Equity Fairness audits on tools impacting employees and candidates Quarterly DEIB reports are shared company-wide to promote transparency.  18.6 Inclusion Events & Programs We celebrate and educate through regular programming, such as: • Heritage Month Events (e.g., Black History, AAPI Heritage, Hispanic Heritage) • Lunch & Learns on","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 70, 'page_label': '71'}"
284,"Heritage, Hispanic Heritage) • Lunch & Learns on inclusive language, identity, and allyship • Implicit Bias Workshops • Accessibility Awareness Week • Allyship Circles (guided discussions on tough topics) • ERG-led Panels & Speaker Series • Annual DEIB Summit for global dialogue and action All events are open to the entire company and recorded for asynchronous access. 18.7 Inclusive Leadership & Training We provide structured training for all people leaders on: • Inclusive feedback and","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 70, 'page_label': '71'}"
285,all people leaders on: • Inclusive feedback and communication • Psychological safety and team trust • Accommodating neurodiverse and disabled team members • Identifying and addressing unconscious bias • Managing global and cross-cultural teams,"{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 70, 'page_label': '71'}"
286,"• Ensuring inclusion in hybrid and remote settings Leaders are held accountable for team inclusion metrics in performance reviews. 18.8 Inclusive Systems Design Inclusion is built into every system we use — from hiring to AI governance: • Recruiting Tools: Language-neutral job postings, structured interviews • Performance Reviews: Calibration checks for rating bias • AI Tools: Fairness audits and opt-out features for personalization engines • Surveys & Feedback: Demographic analysis without","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 71, 'page_label': '72'}"
287,"Surveys & Feedback: Demographic analysis without compromising anonymity • Accessibility Reviews: WCAG compliance for all internal tools and portals Every new system undergoes an Equity Impact Assessment (EIA) during implementation. 18.9 AI & Identity Inclusion AI systems must: • Be trained on demographically representative datasets • Avoid stereotyping or profiling based on race, gender, or disability • Clearly disclose recommendations versus decisions • Empower employees to flag biased or","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 71, 'page_label': '72'}"
288,"decisions • Empower employees to flag biased or exclusionary outputs • Be reviewed quarterly for cultural, language, and accessibility fairness For example, AI used in employee upskilling must not recommend fewer technical paths to women or downrank employees based on name, accent, or appearance. 18.10 Feedback & Continuous Improvement We value your voice. You can: • Submit feedback via the ERG Feedback Form • Join the Inclusion Council • Nominate yourself or others for ERG leadership roles •","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 71, 'page_label': '72'}"
289,yourself or others for ERG leadership roles • Suggest new training topics or speakers • Raise concerns anonymously via the Inclusion Hotline We iterate on inclusion — just like we do on products and processes. 18.11 Recognition & Funding ERG leads receive: • Formal recognition in performance reviews,"{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 71, 'page_label': '72'}"
290,"• Monthly or quarterly stipends (where applicable) • Professional development resources (e.g., coaching, workshops) • Opportunities to present to leadership and the board ERG programs are funded annually based on scope, size, and alignment to company goals. 18.12 Contact & Resources • DEIB Office: inclusion@company.com • ERG Portal: Access via the intranet home page • Inclusive Language Guide: Download on the Resources tab • Accessibility Toolkit: Resources for digital and physical access We are","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 72, 'page_label': '73'}"
291,"Resources for digital and physical access We are stronger together — and inclusion makes us all better.   Section 19: Workplace Safety & Emergency Procedures At [Company Name], we prioritize the safety and security of every employee. Whether you’re working in an office, at a client site, remotely, or in a hybrid capacity, it’s essential that you understand how to protect yourself, others, and company assets during both routine operations and emergencies. This section outlines physical safety","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 72, 'page_label': '73'}"
292,"This section outlines physical safety standards, emergency preparedness plans, response procedures, reporting mechanisms, remote safety considerations, and how technology — including AI — can assist without violating trust or privacy. 19.1 Workplace Safety Philosophy We are committed to maintaining: • A physically and psychologically safe work environment • Emergency preparedness and fast response protocols • A culture where employees are empowered to speak up about unsafe conditions • Regular","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 72, 'page_label': '73'}"
293,"to speak up about unsafe conditions • Regular training, audits, and drills for all types of risks • Accessibility in all safety processes, ensuring no one is left behind Safety is a shared responsibility between the company, leadership, and every employee.","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 72, 'page_label': '73'}"
294,"19.2 Physical Safety Standards (On-Site Work) We maintain compliance with all applicable OSHA, local fire codes, building standards, and health guidelines. This includes: • Clear walkways and accessible exits • Adequate lighting, ventilation, and signage • Properly maintained electrical and mechanical systems • First aid kits in each department or floor • Fire extinguishers and AEDs (automated external defibrillators) in marked locations • Ergonomic desks and chairs to prevent repetitive stress","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 73, 'page_label': '74'}"
295,"desks and chairs to prevent repetitive stress injuries • Temperature and humidity controls for comfort and health If you notice any facility issue (e.g., water leak, loose cables, tripping hazards), notify Facilities Support immediately via the internal ticketing system. 19.3 Fire & Evacuation Procedures In the event of fire, smoke, or a fire alarm: 1. Remain calm and do not use elevators 2. Proceed to the nearest exit following illuminated signs 3. Assist anyone with mobility or visibility","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 73, 'page_label': '74'}"
296,"3. Assist anyone with mobility or visibility impairments 4. Exit the building and report to your designated assembly point 5. Wait for the all-clear from emergency personnel or safety wardens Fire drills are conducted biannually. All employees must participate. 19.4 Natural Disaster & Severe Weather Protocols Earthquake: • Drop, cover, and hold under a sturdy table or desk • Stay away from windows and unsecured shelves • After shaking stops, evacuate the building if safe to do so Severe Weather","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 73, 'page_label': '74'}"
297,"the building if safe to do so Severe Weather (e.g., tornadoes, hurricanes, blizzards): • Follow local authority alerts and company emergency announcements • Remote work may be enacted during unsafe travel conditions • Employees in affected areas are not expected to report in person Emergency communication is handled through multi-channel alerts: SMS, email, Teams announcements, and building intercoms.","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 73, 'page_label': '74'}"
298,"19.5 Health & Infectious Disease Safety In response to public health threats (e.g., COVID-19, influenza outbreaks), we maintain: • Clean desk and common area policies • Enhanced janitorial services and sanitation stations • Hybrid/remote policies for symptomatic employees • Vaccination guidance and testing accommodations • Isolation or return-to-office protocols based on CDC or WHO recommendations Masks and PPE are made available during periods of concern. 19.6 Workplace Violence & Threat","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 74, 'page_label': '75'}"
299,"of concern. 19.6 Workplace Violence & Threat Response We do not tolerate any form of workplace violence, threats, or intimidation. All credible threats must be reported immediately. Examples include: • Verbal abuse or aggressive language • Physical threats or altercations • Possession of unauthorized weapons • Online harassment or doxxing related to work If you feel unsafe, contact: • Security Services (onsite emergency number) • HR or your manager • 911 for immediate threats Anonymous tips can","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 74, 'page_label': '75'}"
300,"• 911 for immediate threats Anonymous tips can be submitted via the Safety Concern Hotline. 19.7 Remote & Hybrid Worker Safety Even when working remotely, your safety matters. Minimum Standards: • Ergonomic workstation setup (see Section 16) • Surge-protected power sources • Smoke alarms in your workspace • Internet security protections (VPN, antivirus) Emergency Procedures: • Share your general location with your manager (for emergency planning)","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 74, 'page_label': '75'}"
301,"• Update your contact info regularly in the HR portal • Familiarize yourself with local emergency services based on where you live Remote workers will be included in virtual safety drills, alerts, and access to safety training. 19.8 Psychological Safety & Mental Health Safety isn’t only physical — it includes mental health and emotional wellbeing. We support: • Anonymous reporting of harassment or toxic behaviors • Access to mental health counseling and Employee Assistance Programs (EAP) •","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 75, 'page_label': '76'}"
302,"and Employee Assistance Programs (EAP) • Designated quiet spaces and wellness rooms in offices • Encouragement of work-life boundaries, especially for hybrid/remote workers • Psychological safety training for people leaders and ERG leads Your voice matters — and retaliation for raising concerns will not be tolerated. 19.9 Emergency Response Contacts Every employee should know their go-to points of contact: Situation Contact Immediate danger Call 911 Onsite emergencies Dial internal Security","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 75, 'page_label': '76'}"
303,"911 Onsite emergencies Dial internal Security Desk or use emergency phones Building evacuations Safety Warden listed on floor signs HR or personal concerns HRBP or inclusion@company.com Tech/security incidents infosec@company.com Reporting anonymously Safety & Ethics Hotline (link on intranet) Emergency contact info is posted in all breakrooms, kitchens, and restrooms. 19.10 Reporting Hazards or Incidents If you see something unsafe, report it immediately. Use the: • Incident Report Form (for","{'producer': 'macOS Version 15.5 (Build 24F74) Quartz PDFContext', 'creator': 'Word', 'creationdate': ""D:20250716221643Z00'00'"", 'title': 'employee_handbook', 'author': 'Aqdas Tanweer', 'moddate': ""D:20250716221643Z00'00'"", 'source': 'c:\\Users\\veerg\\OneDrive\\QuadrantInternship_TeamOne\\backend\\employee_handbook.pdf', 'total_pages': 82, 'page': 75, 'page_label': '76'}"
